age;workart;grade;married;position;familiyperson;color;sex;workhours;earning
37;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
35;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Wife;White;Female;40;<=50K
43;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;72;>50K
17;Private;12th;Never-married;Other-service;Own-child;White;Male;35;<=50K
45;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;>50K
18;Private;HS-grad;Never-married;Sales;Own-child;White;Female;40;<=50K
52;Private;12th;Separated;Machine-op-inspct;Other-relative;White;Female;40;<=50K
18;Private;Some-college;Never-married;Handlers-cleaners;Own-child;White;Male;9;<=50K
20;Private;Some-college;Never-married;Handlers-cleaners;Own-child;Black;Male;40;<=50K
34;Private;HS-grad;Never-married;Tech-support;Not-in-family;White;Male;40;<=50K
19;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;Black;Female;20;<=50K
18;?;12th;Never-married;?;Own-child;White;Female;12;<=50K
17;Local-gov;9th;Never-married;Other-service;Own-child;White;Male;45;<=50K
30;Federal-gov;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female;35;<=50K
29;Private;Bachelors;Never-married;Craft-repair;Not-in-family;White;Female;45;<=50K
30;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Male;50;>50K
18;Private;9th;Never-married;Other-service;Own-child;White;Male;15;<=50K
50;State-gov;Bachelors;Divorced;Adm-clerical;Not-in-family;Black;Female;37;<=50K
22;Private;HS-grad;Never-married;Sales;Other-relative;White;Male;40;<=50K
21;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Female;35;<=50K
39;Self-emp-not-inc;9th;Married-civ-spouse;Farming-fishing;Other-relative;White;Male;40;<=50K
20;Private;Some-college;Never-married;Other-service;Other-relative;White;Female;25;<=50K
62;Private;Assoc-acdm;Widowed;Other-service;Not-in-family;White;Female;7;<=50K
32;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female;38;<=50K
38;Private;Assoc-acdm;Married-civ-spouse;Tech-support;Husband;White;Male;40;>50K
32;Private;Some-college;Separated;Tech-support;Unmarried;Black;Female;40;<=50K
55;Private;Bachelors;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;<=50K
38;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;70;>50K
34;Private;11th;Never-married;Other-service;Not-in-family;White;Male;30;<=50K
28;Private;HS-grad;Never-married;Other-service;Own-child;White;Male;20;<=50K
26;Private;Some-college;Never-married;Sales;Not-in-family;White;Female;37;<=50K
41;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
61;State-gov;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
75;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;40;<=50K
21;Private;Assoc-voc;Married-civ-spouse;Other-service;Other-relative;White;Female;50;<=50K
50;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;40;>50K
49;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;>50K
26;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;65;<=50K
39;Private;7th-8th;Never-married;Other-service;Own-child;White;Male;40;<=50K
24;Self-emp-not-inc;Some-college;Never-married;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male;40;<=50K
56;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;18;<=50K
17;Private;11th;Never-married;Other-service;Own-child;Black;Male;17;<=50K
37;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;52;>50K
23;Private;Assoc-voc;Married-civ-spouse;Machine-op-inspct;Own-child;White;Female;30;<=50K
28;?;HS-grad;Never-married;?;Not-in-family;Black;Female;40;<=50K
57;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;<=50K
42;Local-gov;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male;45;>50K
25;Private;Bachelors;Divorced;Sales;Not-in-family;White;Female;40;<=50K
22;Private;Bachelors;Never-married;Farming-fishing;Not-in-family;White;Male;20;<=50K
39;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;Black;Male;40;<=50K
54;Private;11th;Married-civ-spouse;Other-service;Wife;Black;Female;40;>50K
41;Self-emp-inc;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Male;50;<=50K
43;Federal-gov;HS-grad;Married-civ-spouse;Exec-managerial;Husband;Amer-Indian-Eskimo;Male;40;<=50K
19;Private;HS-grad;Never-married;Craft-repair;Not-in-family;White;Female;40;<=50K
35;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;<=50K
34;Private;HS-grad;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;>50K
19;Private;HS-grad;Separated;Adm-clerical;Unmarried;White;Female;30;<=50K
33;Private;Some-college;Divorced;Exec-managerial;Unmarried;White;Female;40;<=50K
33;Private;Some-college;Never-married;Prof-specialty;Not-in-family;White;Male;52;<=50K
49;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;65;>50K
31;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;50;<=50K
69;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;13;<=50K
41;Private;Assoc-voc;Married-civ-spouse;Sales;Husband;White;Male;60;>50K
24;Private;HS-grad;Separated;Machine-op-inspct;Unmarried;Other;Female;40;<=50K
45;State-gov;HS-grad;Divorced;Exec-managerial;Unmarried;White;Female;38;>50K
63;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;>50K
75;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;16;<=50K
34;Private;HS-grad;Never-married;Machine-op-inspct;Unmarried;Black;Male;40;<=50K
69;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;Black;Male;50;>50K
33;Private;Masters;Never-married;Prof-specialty;Not-in-family;White;Female;40;<=50K
44;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female;43;<=50K
45;Private;Bachelors;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
18;Private;11th;Never-married;Sales;Own-child;White;Female;20;<=50K
48;Private;HS-grad;Divorced;Sales;Not-in-family;White;Female;52;<=50K
43;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
26;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;Black;Male;60;>50K
35;Private;HS-grad;Never-married;Craft-repair;Unmarried;White;Male;50;<=50K
34;Private;Some-college;Never-married;Adm-clerical;Unmarried;Black;Female;40;<=50K
48;Private;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male;70;>50K
54;Local-gov;HS-grad;Widowed;Other-service;Unmarried;Black;Female;40;<=50K
57;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
21;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Male;60;<=50K
28;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;Amer-Indian-Eskimo;Male;55;<=50K
51;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;40;>50K
34;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;53;>50K
41;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male;45;>50K
21;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Female;27;<=50K
26;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;58;>50K
66;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;Asian-Pac-Islander;Female;40;<=50K
40;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;45;>50K
48;Private;Assoc-acdm;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
44;?;Bachelors;Divorced;?;Not-in-family;White;Male;50;<=50K
41;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
41;Private;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male;60;>50K
55;Local-gov;Assoc-acdm;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;40;>50K
43;Private;Bachelors;Divorced;Sales;Not-in-family;White;Male;40;>50K
51;Private;Assoc-voc;Married-civ-spouse;Other-service;Husband;White;Male;50;>50K
31;Private;11th;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
30;Self-emp-not-inc;Bachelors;Married-spouse-absent;Craft-repair;Not-in-family;White;Male;60;<=50K
51;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;<=50K
31;Local-gov;HS-grad;Divorced;Other-service;Unmarried;Amer-Indian-Eskimo;Male;40;<=50K
18;Private;Some-college;Never-married;Other-service;Own-child;White;Male;37;<=50K
60;Private;HS-grad;Divorced;Exec-managerial;Not-in-family;White;Female;40;<=50K
29;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;Asian-Pac-Islander;Female;40;<=50K
33;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Male;40;<=50K
34;Private;5th-6th;Married-civ-spouse;Farming-fishing;Husband;White;Male;40;<=50K
40;Self-emp-inc;Masters;Never-married;Other-service;Own-child;White;Male;99;<=50K
57;Private;Some-college;Divorced;Other-service;Not-in-family;White;Female;38;<=50K
55;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female;60;<=50K
40;Self-emp-not-inc;Assoc-acdm;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;<=50K
26;State-gov;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;35;<=50K
29;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;Amer-Indian-Eskimo;Male;40;<=50K
30;Private;Bachelors;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;<=50K
29;Private;Masters;Never-married;Sales;Not-in-family;White;Male;50;>50K
43;Private;Some-college;Married-civ-spouse;Transport-moving;Husband;White;Male;50;>50K
65;Private;11th;Widowed;Adm-clerical;Not-in-family;White;Female;8;<=50K
19;Private;Some-college;Never-married;Sales;Own-child;Asian-Pac-Islander;Male;35;<=50K
35;Private;HS-grad;Married-civ-spouse;Sales;Husband;Asian-Pac-Islander;Male;50;>50K
28;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
34;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;<=50K
61;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;60;>50K
63;Local-gov;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female;32;<=50K
47;State-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
31;Private;Some-college;Divorced;Craft-repair;Not-in-family;White;Male;40;<=50K
18;Private;Some-college;Never-married;Transport-moving;Own-child;White;Male;30;<=50K
29;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;45;>50K
59;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
50;Private;Masters;Divorced;Exec-managerial;Not-in-family;White;Male;62;>50K
49;Private;7th-8th;Married-civ-spouse;Transport-moving;Husband;White;Male;50;<=50K
60;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;>50K
35;Self-emp-not-inc;Masters;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
48;Federal-gov;HS-grad;Divorced;Handlers-cleaners;Not-in-family;White;Male;40;<=50K
21;?;Some-college;Never-married;?;Own-child;White;Male;40;<=50K
41;Private;HS-grad;Separated;Handlers-cleaners;Not-in-family;Black;Male;40;<=50K
56;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;50;<=50K
26;Private;12th;Never-married;Other-service;Unmarried;Black;Male;40;<=50K
53;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female;40;<=50K
23;Private;HS-grad;Never-married;Handlers-cleaners;Not-in-family;Black;Male;40;<=50K
58;Private;7th-8th;Married-civ-spouse;Farming-fishing;Husband;White;Male;50;<=50K
61;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
29;Private;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;60;<=50K
22;Private;HS-grad;Never-married;Transport-moving;Own-child;White;Male;40;<=50K
43;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
31;Private;Some-college;Never-married;Other-service;Not-in-family;White;Male;30;<=50K
90;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
53;Private;Assoc-voc;Divorced;Prof-specialty;Unmarried;White;Female;40;<=50K
22;?;Some-college;Never-married;?;Own-child;White;Male;40;<=50K
55;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;Black;Male;40;<=50K
34;State-gov;Doctorate;Never-married;Prof-specialty;Not-in-family;White;Female;60;<=50K
28;Private;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;55;<=50K
22;?;Some-college;Never-married;?;Not-in-family;White;Female;40;<=50K
36;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;Black;Female;40;<=50K
33;Private;Bachelors;Separated;Prof-specialty;Other-relative;Black;Female;40;<=50K
17;Private;10th;Never-married;Other-service;Own-child;White;Female;12;<=50K
38;Private;11th;Divorced;Craft-repair;Not-in-family;White;Male;40;<=50K
60;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male;60;<=50K
34;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
72;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;8;<=50K
57;Private;5th-6th;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
39;Private;HS-grad;Divorced;Sales;Not-in-family;White;Male;60;<=50K
50;Self-emp-not-inc;Bachelors;Married-civ-spouse;Farming-fishing;Husband;White;Male;80;<=50K
45;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;40;<=50K
37;Private;Bachelors;Separated;Exec-managerial;Not-in-family;White;Male;35;<=50K
27;Private;Some-college;Never-married;Handlers-cleaners;Not-in-family;White;Male;48;<=50K
43;Private;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Female;45;>50K
41;Private;Some-college;Divorced;Tech-support;Unmarried;Black;Female;36;<=50K
20;Private;Masters;Never-married;Exec-managerial;Own-child;White;Male;25;<=50K
44;Private;Masters;Separated;Exec-managerial;Unmarried;White;Female;20;<=50K
50;Private;Assoc-voc;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
54;Private;HS-grad;Widowed;Exec-managerial;Unmarried;White;Female;45;<=50K
31;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female;60;>50K
33;Private;Some-college;Never-married;Adm-clerical;Unmarried;White;Female;35;<=50K
22;Private;9th;Never-married;Other-service;Own-child;White;Male;50;<=50K
46;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male;40;<=50K
30;Private;Bachelors;Married-civ-spouse;Adm-clerical;Wife;Asian-Pac-Islander;Female;40;>50K
22;?;Some-college;Never-married;?;Own-child;Asian-Pac-Islander;Male;40;<=50K
59;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;60;<=50K
57;Self-emp-not-inc;Some-college;Widowed;Exec-managerial;Other-relative;White;Male;25;<=50K
26;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;<=50K
52;Local-gov;Assoc-acdm;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
55;Local-gov;Masters;Divorced;Prof-specialty;Unmarried;White;Female;45;<=50K
47;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
19;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male;40;<=50K
26;Private;HS-grad;Never-married;Transport-moving;Own-child;White;Male;40;<=50K
44;Private;Assoc-acdm;Divorced;Prof-specialty;Not-in-family;White;Female;40;>50K
42;Private;Masters;Never-married;Exec-managerial;Not-in-family;White;Male;40;>50K
39;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;60;<=50K
17;?;11th;Never-married;?;Own-child;White;Female;15;<=50K
26;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female;50;<=50K
26;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;20;<=50K
50;Self-emp-inc;Masters;Married-civ-spouse;Sales;Husband;White;Male;55;<=50K
46;Self-emp-not-inc;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;>50K
18;Private;Some-college;Never-married;Tech-support;Own-child;White;Male;20;<=50K
26;Private;Bachelors;Never-married;Exec-managerial;Unmarried;Asian-Pac-Islander;Male;60;<=50K
32;Private;Bachelors;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
50;Private;5th-6th;Married-spouse-absent;Other-service;Unmarried;White;Female;34;<=50K
47;Local-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male;40;>50K
52;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female;25;<=50K
25;Federal-gov;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;>50K
42;Local-gov;11th;Married-civ-spouse;Transport-moving;Husband;White;Male;40;<=50K
53;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;<=50K
30;Private;HS-grad;Never-married;Handlers-cleaners;Own-child;Amer-Indian-Eskimo;Female;8;<=50K
23;Private;1st-4th;Never-married;Farming-fishing;Not-in-family;White;Male;36;<=50K
23;Private;Bachelors;Never-married;Exec-managerial;Own-child;White;Male;30;<=50K
32;Private;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;<=50K
29;Self-emp-inc;HS-grad;Separated;Prof-specialty;Other-relative;White;Male;25;<=50K
40;Private;Assoc-acdm;Married-civ-spouse;Other-service;Husband;White;Male;40;<=50K
45;State-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
17;?;10th;Never-married;?;Own-child;Black;Female;40;<=50K
55;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
59;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;>50K
56;Private;Assoc-voc;Married-civ-spouse;Sales;Husband;White;Male;40;>50K
23;Private;12th;Never-married;Craft-repair;Not-in-family;White;Male;50;<=50K
37;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male;40;<=50K
25;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male;48;<=50K
22;?;Some-college;Never-married;?;Own-child;White;Male;40;<=50K
27;Private;9th;Never-married;Priv-house-serv;Unmarried;White;Female;24;<=50K
21;Private;HS-grad;Never-married;Other-service;Unmarried;White;Female;40;<=50K
47;Local-gov;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male;40;>50K
38;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;60;<=50K
62;Local-gov;Masters;Divorced;Prof-specialty;Not-in-family;White;Female;33;>50K
27;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male;40;<=50K
25;?;Assoc-voc;Never-married;?;Own-child;White;Male;90;<=50K
27;Private;HS-grad;Never-married;Other-service;Own-child;Black;Female;40;<=50K
40;Private;Some-college;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;>50K
22;Self-emp-not-inc;Some-college;Never-married;Sales;Own-child;Black;Male;55;>50K
33;Private;HS-grad;Divorced;Exec-managerial;Not-in-family;White;Male;60;<=50K
28;Private;Assoc-voc;Married-civ-spouse;Prof-specialty;Wife;White;Female;5;<=50K
28;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
29;Private;HS-grad;Never-married;Transport-moving;Unmarried;White;Male;55;<=50K
46;Private;9th;Divorced;Exec-managerial;Unmarried;White;Female;40;<=50K
30;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;<=50K
65;?;HS-grad;Married-civ-spouse;?;Husband;White;Male;45;<=50K
28;Private;Some-college;Never-married;Craft-repair;Not-in-family;Black;Male;40;<=50K
39;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;<=50K
35;Private;Some-college;Never-married;Sales;Not-in-family;White;Male;40;<=50K
